,customer_number,offer_accepted,reward,mailer_type,income_level,bank_accounts_open,overdraft_protection,credit_rating,credit_cards_held,homes_owned,household_size,own_your_home,average_balance,q1_balance,q2_balance,q3_balance,q4_balance
238,239,No,Air Miles,Postcard,High,1,No,Medium,1,1,2,Yes,1034.0,1519.0,1401.0,867.0,349.0
239,240,No,Air Miles,Postcard,Medium,1,No,Low,3,1,5,No,1007.25,108.0,1698.0,1722.0,501.0
240,241,No,Air Miles,Letter,Medium,1,No,High,3,1,4,Yes,874.0,1206.0,493.0,833.0,964.0
241,242,No,Points,Letter,Medium,2,No,High,1,2,4,Yes,1148.0,1861.0,1434.0,967.0,330.0
242,243,No,Air Miles,Letter,High,1,No,Low,3,1,3,Yes,229.25,207.0,133.0,403.0,174.0
243,244,No,Points,Postcard,Medium,1,No,High,2,1,3,No,962.75,1405.0,1256.0,444.0,746.0
244,245,No,Points,Postcard,Medium,1,No,Low,4,1,5,No,1437.75,865.0,1304.0,1420.0,2162.0
245,246,No,Air Miles,Letter,Low,1,No,High,1,1,4,Yes,1281.5,765.0,1147.0,2116.0,1098.0
246,247,No,Air Miles,Letter,Medium,1,No,High,2,1,3,Yes,1029.5,1274.0,1451.0,703.0,690.0
247,248,No,Air Miles,Postcard,Low,1,No,High,2,1,2,No,883.75,1583.0,1012.0,747.0,193.0
248,249,No,Air Miles,Letter,Medium,1,No,Low,4,2,4,No,1144.5,954.0,1752.0,803.0,1069.0
249,250,No,Points,Letter,Medium,1,No,Medium,2,2,3,Yes,1117.0,65.0,1762.0,1723.0,918.0
250,251,Yes,Air Miles,Letter,High,1,No,Medium,1,1,5,Yes,1047.75,438.0,762.0,1014.0,1977.0
251,252,No,Air Miles,Postcard,Low,1,No,Medium,4,1,4,Yes,992.5,115.0,837.0,1224.0,1794.0
252,253,No,Air Miles,Letter,Low,1,No,High,1,1,1,Yes,1065.25,1422.0,895.0,1356.0,588.0
253,254,No,Points,Postcard,Low,1,No,Low,4,1,3,No,1526.0,989.0,1679.0,2046.0,1390.0
254,255,No,Air Miles,Letter,Medium,1,No,Medium,2,1,2,Yes,1741.75,1757.0,1599.0,1907.0,1704.0
255,256,No,Cash Back,Letter,Medium,2,No,High,1,2,3,No,342.5,332.0,303.0,390.0,345.0
256,257,No,Air Miles,Letter,Medium,1,No,Medium,3,1,5,No,935.75,302.0,435.0,1700.0,1306.0
257,258,No,Points,Postcard,Low,1,No,Low,1,1,1,Yes,1058.5,190.0,1262.0,1595.0,1187.0
258,259,No,Points,Letter,Medium,1,No,Medium,3,1,3,Yes,855.0,758.0,959.0,864.0,839.0
259,260,No,Cash Back,Postcard,Medium,1,No,Medium,1,2,5,No,1263.0,947.0,1650.0,1094.0,1361.0
260,261,No,Cash Back,Letter,Medium,2,No,Medium,1,1,6,Yes,1094.25,1613.0,1397.0,918.0,449.0
261,262,No,Air Miles,Postcard,High,1,No,High,2,1,2,No,228.25,370.0,224.0,15.0,304.0
262,263,No,Cash Back,Postcard,Medium,1,No,Low,1,2,3,No,1265.0,679.0,1505.0,1989.0,887.0
263,264,Yes,Air Miles,Postcard,Medium,1,No,Low,4,1,4,No,1034.0,1720.0,1070.0,911.0,435.0
264,265,No,Points,Postcard,Medium,1,No,Low,2,2,2,Yes,1210.25,1395.0,1731.0,1184.0,531.0
265,266,No,Cash Back,Letter,Low,1,No,High,2,1,3,Yes,1150.5,1989.0,1234.0,885.0,494.0
266,267,No,Points,Postcard,Low,2,No,Medium,2,1,3,Yes,691.5,518.0,794.0,512.0,942.0
267,268,No,Points,Letter,Medium,1,No,Medium,2,1,3,Yes,1296.25,338.0,748.0,2239.0,1860.0
268,269,No,Points,Letter,Medium,1,No,Medium,2,2,3,Yes,690.5,507.0,748.0,759.0,748.0
269,270,No,Cash Back,Letter,Medium,1,No,Medium,1,1,4,Yes,1161.25,1958.0,1001.0,1254.0,432.0
270,271,No,Cash Back,Letter,Low,1,Yes,Low,3,1,1,Yes,874.25,987.0,870.0,963.0,677.0
271,272,No,Cash Back,Postcard,Low,1,No,High,2,1,2,Yes,1272.75,641.0,861.0,1838.0,1751.0
272,273,No,Air Miles,Letter,Low,2,No,Low,1,1,3,No,1028.75,1729.0,1346.0,925.0,115.0
273,274,No,Cash Back,Letter,Medium,2,No,Medium,1,1,4,No,677.25,958.0,553.0,622.0,576.0
274,275,No,Air Miles,Postcard,High,1,No,Low,3,1,4,No,1053.25,394.0,946.0,1556.0,1317.0
275,276,No,Points,Postcard,Low,1,No,High,1,1,3,No,1022.0,522.0,723.0,1109.0,1734.0
276,277,No,Points,Letter,Medium,1,No,Medium,3,2,3,Yes,1024.0,1241.0,975.0,1112.0,768.0
277,278,Yes,Points,Postcard,High,2,No,Low,1,1,1,Yes,887.25,1709.0,1089.0,521.0,230.0
278,279,No,Air Miles,Letter,Medium,1,No,Medium,2,2,4,No,1163.25,94.0,1049.0,1643.0,1867.0
279,280,No,Points,Letter,High,1,No,Low,2,1,3,No,139.0,247.0,57.0,4.0,248.0
280,281,No,Points,Letter,Medium,1,No,High,4,1,3,Yes,1164.5,829.0,739.0,1385.0,1705.0
281,282,Yes,Cash Back,Postcard,Low,1,Yes,Low,2,1,4,Yes,984.0,1414.0,759.0,1111.0,652.0
282,283,No,Air Miles,Letter,Low,1,Yes,Medium,2,1,4,Yes,735.75,593.0,941.0,832.0,577.0
283,284,No,Cash Back,Letter,Medium,1,No,High,2,1,3,Yes,1176.0,242.0,1241.0,1655.0,1566.0
284,285,No,Air Miles,Postcard,Medium,1,No,Medium,3,2,5,No,1504.5,929.0,1050.0,2232.0,1807.0
285,286,Yes,Points,Postcard,Low,2,No,Low,4,1,3,Yes,881.25,950.0,948.0,950.0,677.0
286,287,No,Cash Back,Postcard,Medium,1,No,Low,2,1,3,Yes,1168.5,2162.0,1074.0,972.0,466.0
287,288,Yes,Cash Back,Letter,Low,2,No,Low,3,2,3,Yes,1107.5,1302.0,1545.0,1396.0,187.0
288,289,No,Air Miles,Letter,Medium,2,No,High,2,1,4,No,129.75,355.0,79.0,23.0,62.0
289,290,No,Points,Postcard,Low,1,No,High,3,2,1,No,1033.75,417.0,803.0,956.0,1959.0
290,291,No,Points,Postcard,Medium,1,No,High,1,1,4,Yes,742.25,690.0,649.0,837.0,793.0
291,292,No,Cash Back,Postcard,Medium,2,No,High,2,1,3,Yes,1423.25,915.0,1405.0,1726.0,1647.0
292,293,No,Air Miles,Letter,Medium,1,Yes,High,1,1,4,Yes,239.25,394.0,18.0,415.0,130.0
293,294,No,Points,Postcard,Medium,1,No,High,2,1,3,No,1143.75,1798.0,1014.0,866.0,897.0
294,295,No,Air Miles,Postcard,Medium,1,No,High,2,1,5,No,828.0,878.0,566.0,889.0,979.0
295,296,No,Air Miles,Letter,Medium,1,Yes,High,1,1,4,No,873.25,1658.0,1171.0,616.0,48.0
296,297,No,Cash Back,Postcard,High,1,No,Medium,3,1,4,Yes,734.0,560.0,806.0,941.0,629.0
297,298,No,Cash Back,Postcard,Medium,1,No,High,1,1,4,Yes,661.25,641.0,668.0,537.0,799.0
298,299,No,Points,Postcard,High,1,No,High,1,1,3,Yes,1159.25,50.0,1437.0,1807.0,1343.0
299,300,No,Points,Postcard,Medium,1,Yes,Medium,3,1,2,No,1005.5,1875.0,1083.0,945.0,119.0
300,301,Yes,Cash Back,Postcard,High,1,No,Low,2,1,4,Yes,896.25,1688.0,1113.0,697.0,87.0
301,302,No,Air Miles,Letter,Medium,1,No,High,2,2,5,Yes,1101.75,599.0,1325.0,1792.0,691.0
302,303,No,Cash Back,Postcard,Low,1,Yes,Low,2,1,4,No,278.0,410.0,81.0,136.0,485.0
303,304,No,Points,Letter,Medium,2,Yes,Medium,3,1,5,No,715.25,855.0,776.0,715.0,515.0
304,305,No,Points,Letter,Medium,1,No,Low,1,1,5,Yes,1611.5,1653.0,1542.0,1681.0,1570.0
305,306,No,Points,Letter,High,2,No,High,2,1,3,No,914.25,1588.0,1029.0,722.0,318.0
306,307,No,Points,Letter,High,3,No,Low,1,1,4,Yes,253.25,417.0,200.0,368.0,28.0
307,308,No,Cash Back,Letter,Low,1,No,Medium,3,1,4,No,1035.25,1943.0,1172.0,541.0,485.0
308,309,No,Air Miles,Letter,Low,2,Yes,Medium,1,1,2,No,1261.75,1316.0,742.0,1347.0,1642.0
309,310,No,Points,Postcard,Medium,1,No,Medium,2,1,3,No,275.5,402.0,258.0,155.0,287.0
310,311,No,Air Miles,Postcard,Medium,1,No,Medium,3,1,5,No,755.5,874.0,538.0,966.0,644.0
311,312,No,Air Miles,Postcard,Low,1,No,Medium,1,1,3,Yes,1295.25,1019.0,1164.0,1860.0,1138.0
312,313,Yes,Air Miles,Postcard,Medium,1,Yes,Medium,3,1,2,Yes,944.5,873.0,656.0,1350.0,899.0
313,314,No,Cash Back,Letter,Medium,1,No,High,2,2,2,Yes,1148.25,1901.0,1486.0,915.0,291.0
314,315,No,Air Miles,Postcard,Medium,1,No,High,2,1,4,No,172.75,90.0,187.0,388.0,26.0
315,316,No,Points,Postcard,Medium,2,No,High,3,1,4,Yes,756.0,1234.0,942.0,629.0,219.0
316,317,No,Air Miles,Postcard,High,2,No,Low,1,1,4,Yes,1486.75,1393.0,1713.0,1203.0,1638.0
317,318,No,Points,Postcard,Low,1,Yes,Low,1,1,5,No,1076.0,731.0,1226.0,1447.0,900.0
318,319,No,Air Miles,Postcard,Medium,1,Yes,High,2,1,5,Yes,1094.0,877.0,1332.0,1493.0,674.0
319,320,No,Points,Letter,Low,1,No,Medium,2,1,4,Yes,287.25,265.0,409.0,475.0,0.0
320,321,Yes,Air Miles,Postcard,Medium,1,No,Low,1,1,4,Yes,916.5,1657.0,1273.0,643.0,93.0
321,322,No,Cash Back,Postcard,Low,1,No,Medium,3,1,3,No,1376.75,962.0,1136.0,1557.0,1852.0
322,323,No,Air Miles,Postcard,Medium,1,No,Low,2,1,4,No,648.75,713.0,607.0,634.0,641.0
323,324,No,Points,Postcard,Medium,1,No,High,1,1,4,No,,,,,
324,325,No,Points,Postcard,Low,1,No,Low,2,1,4,Yes,683.25,656.0,664.0,554.0,859.0
325,326,No,Points,Letter,Medium,1,No,Low,1,1,5,No,979.25,1869.0,1112.0,692.0,244.0
326,327,No,Cash Back,Postcard,High,1,No,High,2,2,4,No,913.75,528.0,690.0,876.0,1561.0
327,328,No,Air Miles,Letter,Medium,1,Yes,High,4,1,3,Yes,755.25,664.0,820.0,923.0,614.0
328,329,No,Cash Back,Letter,Medium,1,No,Low,2,1,2,No,1000.75,1749.0,1368.0,742.0,144.0
329,330,No,Points,Postcard,Medium,1,No,Low,2,1,5,Yes,1107.0,1769.0,932.0,871.0,856.0
330,331,No,Points,Letter,Medium,1,No,High,2,1,5,Yes,762.25,879.0,530.0,849.0,791.0
331,332,No,Points,Letter,High,1,No,Medium,2,1,3,Yes,1223.5,2181.0,1456.0,522.0,735.0
332,333,No,Air Miles,Postcard,Low,1,No,Medium,2,1,2,Yes,932.5,185.0,797.0,1072.0,1676.0
333,334,No,Cash Back,Letter,Medium,1,No,Low,2,1,3,Yes,967.75,1503.0,1148.0,896.0,324.0
334,335,No,Points,Postcard,Low,2,No,Low,2,1,4,Yes,222.75,391.0,339.0,139.0,22.0
335,336,No,Points,Postcard,Medium,2,No,Low,1,2,2,No,1003.75,643.0,945.0,945.0,1482.0
336,337,No,Air Miles,Postcard,Medium,1,No,High,2,1,3,Yes,1221.0,948.0,864.0,1063.0,2009.0
337,338,No,Cash Back,Postcard,High,3,No,Low,1,1,4,Yes,915.5,614.0,850.0,1254.0,944.0
338,339,No,Cash Back,Postcard,Medium,1,No,Medium,3,1,3,Yes,984.25,1765.0,1173.0,770.0,229.0
339,340,No,Cash Back,Letter,Medium,1,Yes,High,2,1,2,Yes,1266.5,647.0,1299.0,2012.0,1108.0
340,341,No,Points,Postcard,High,2,No,Medium,2,1,4,Yes,899.5,1678.0,1043.0,705.0,172.0
341,342,No,Cash Back,Postcard,High,1,No,Medium,3,1,2,No,1224.5,1407.0,1619.0,1005.0,867.0
342,343,Yes,Points,Postcard,Low,1,No,Low,2,1,5,No,1735.25,1626.0,1713.0,1902.0,1700.0
343,344,No,Cash Back,Letter,Medium,2,No,High,1,2,4,Yes,1057.75,1813.0,830.0,582.0,1006.0
344,345,No,Points,Letter,Low,1,No,High,4,1,2,Yes,1196.25,1170.0,423.0,1581.0,1611.0
345,346,No,Cash Back,Letter,Medium,1,No,Medium,2,2,5,Yes,219.5,452.0,143.0,143.0,140.0
346,347,No,Air Miles,Letter,Medium,1,No,High,2,2,3,Yes,1113.25,1622.0,1426.0,909.0,496.0
347,348,No,Points,Letter,Medium,2,Yes,High,2,1,4,Yes,969.25,1201.0,1094.0,1008.0,574.0
348,349,No,Air Miles,Letter,Medium,1,No,Low,1,1,5,Yes,823.25,57.0,977.0,1520.0,739.0
349,350,Yes,Points,Postcard,Medium,2,No,Low,1,1,4,Yes,992.25,621.0,1533.0,1357.0,458.0
350,351,No,Cash Back,Postcard,Medium,3,No,Low,2,2,4,No,750.75,584.0,917.0,930.0,572.0
351,352,No,Points,Letter,Medium,1,No,High,1,2,4,Yes,1101.75,1535.0,829.0,1093.0,950.0
352,353,No,Air Miles,Postcard,High,1,No,Low,3,1,3,No,756.75,137.0,430.0,967.0,1493.0
353,354,No,Points,Letter,High,1,No,Low,1,1,5,Yes,1092.0,1783.0,1244.0,923.0,418.0
354,355,No,Points,Letter,Medium,2,No,Medium,3,1,4,Yes,1072.0,1783.0,1219.0,830.0,456.0
355,356,No,Cash Back,Postcard,Low,1,No,High,2,1,3,Yes,910.25,67.0,1674.0,1480.0,420.0
356,357,No,Points,Letter,Medium,1,No,Medium,3,1,5,Yes,884.5,246.0,726.0,1213.0,1353.0
357,358,No,Points,Postcard,Low,1,No,Medium,3,1,6,Yes,1007.75,1661.0,1121.0,764.0,485.0
358,359,No,Points,Letter,High,2,Yes,High,2,1,3,Yes,1069.0,1214.0,1312.0,1082.0,668.0
359,360,No,Cash Back,Letter,Low,1,No,Low,2,1,3,Yes,257.5,294.0,229.0,44.0,463.0
360,361,No,Air Miles,Postcard,Medium,1,No,Low,1,1,3,No,1095.25,317.0,1206.0,1441.0,1417.0
361,362,No,Cash Back,Letter,High,1,No,Low,2,2,3,Yes,1157.5,1124.0,921.0,1630.0,955.0
362,363,No,Air Miles,Letter,Medium,1,No,Medium,2,2,2,No,1015.75,1914.0,1253.0,821.0,75.0
363,364,No,Air Miles,Postcard,Low,2,No,High,2,1,4,No,986.5,1789.0,1236.0,672.0,249.0
364,365,No,Cash Back,Letter,High,1,Yes,Medium,3,1,3,Yes,962.0,327.0,439.0,1574.0,1508.0
365,366,No,Cash Back,Letter,Medium,1,No,Medium,2,1,3,Yes,940.75,1575.0,1492.0,681.0,15.0
366,367,No,Cash Back,Postcard,High,2,Yes,Medium,1,1,3,No,1049.75,1995.0,1180.0,529.0,495.0
367,368,No,Points,Postcard,Low,2,No,High,1,1,3,Yes,708.75,982.0,510.0,795.0,548.0
368,369,No,Air Miles,Postcard,Low,2,No,High,4,1,4,No,1170.25,344.0,1254.0,1411.0,1672.0
369,370,No,Cash Back,Postcard,High,1,No,High,1,1,5,Yes,1255.5,1242.0,1442.0,1192.0,1146.0
370,371,No,Air Miles,Letter,Low,1,No,High,1,1,3,No,1246.0,545.0,1533.0,2040.0,866.0
371,372,No,Cash Back,Letter,Low,1,No,Low,1,1,3,Yes,911.5,2121.0,841.0,493.0,191.0
372,373,No,Cash Back,Postcard,Medium,1,No,High,2,2,4,Yes,885.75,1719.0,996.0,435.0,393.0
373,374,No,Points,Postcard,Medium,2,No,Low,1,1,2,Yes,1101.25,1007.0,628.0,1449.0,1321.0
374,375,No,Air Miles,Postcard,Medium,2,No,Low,2,1,4,Yes,1018.75,1506.0,1380.0,735.0,454.0
375,376,No,Points,Letter,Medium,2,No,High,2,1,3,Yes,1506.0,414.0,1856.0,2039.0,1715.0
376,377,No,Points,Letter,High,1,Yes,High,1,1,3,No,922.0,144.0,1154.0,1176.0,1214.0
377,378,No,Points,Letter,Low,1,No,Low,3,1,4,Yes,1157.75,223.0,1439.0,1990.0,979.0
378,379,Yes,Points,Postcard,Medium,1,No,High,2,1,3,No,1028.75,342.0,1233.0,806.0,1734.0
379,380,No,Points,Postcard,Medium,1,Yes,Low,2,1,2,No,1233.0,2027.0,1687.0,514.0,704.0
380,381,No,Cash Back,Postcard,High,1,No,Medium,2,1,4,Yes,1749.25,1671.0,1622.0,1922.0,1782.0
381,382,No,Points,Postcard,High,2,Yes,High,1,1,3,Yes,946.25,290.0,873.0,1188.0,1434.0
382,383,No,Points,Letter,High,1,No,Low,2,1,2,Yes,1762.0,1790.0,1761.0,1763.0,1734.0
383,384,No,Air Miles,Postcard,Medium,1,No,Medium,1,1,3,Yes,1180.0,1661.0,1261.0,1364.0,434.0
384,385,No,Cash Back,Letter,Medium,1,No,High,1,1,5,Yes,898.5,1323.0,1007.0,428.0,836.0
385,386,No,Cash Back,Letter,High,2,No,High,2,2,4,Yes,984.0,522.0,1236.0,1263.0,915.0
386,387,No,Points,Postcard,High,1,No,Medium,2,1,3,Yes,1100.5,1486.0,1704.0,534.0,678.0
387,388,No,Points,Letter,High,1,No,High,1,2,3,Yes,765.25,126.0,636.0,830.0,1469.0
388,389,No,Air Miles,Letter,Medium,2,No,Low,2,1,4,Yes,1076.75,480.0,821.0,2026.0,980.0
389,390,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,5,Yes,970.0,1828.0,1196.0,807.0,49.0
390,391,No,Air Miles,Postcard,Medium,3,No,High,1,2,4,Yes,1206.0,1459.0,1780.0,572.0,1013.0
391,392,No,Cash Back,Letter,Low,1,No,High,2,1,3,Yes,292.0,184.0,80.0,433.0,471.0
392,393,No,Air Miles,Postcard,Medium,1,No,Low,2,1,4,Yes,1001.0,1640.0,1028.0,890.0,446.0
393,394,No,Points,Letter,Medium,1,No,Medium,1,1,2,Yes,920.25,61.0,1328.0,881.0,1411.0
394,395,No,Points,Letter,Medium,1,No,High,2,2,1,Yes,925.75,561.0,1033.0,1524.0,585.0
395,396,No,Cash Back,Letter,High,1,No,Medium,1,1,4,No,673.75,525.0,776.0,681.0,713.0
396,397,No,Air Miles,Postcard,Medium,1,No,Low,2,1,4,No,996.25,1650.0,1210.0,829.0,296.0
397,398,No,Air Miles,Letter,Low,2,Yes,Medium,2,1,5,Yes,246.0,284.0,270.0,259.0,171.0
398,399,No,Cash Back,Postcard,Medium,1,No,Medium,1,1,4,Yes,1135.25,1414.0,1724.0,1059.0,344.0
399,400,No,Cash Back,Postcard,Medium,1,No,High,2,1,3,No,929.0,259.0,1049.0,2004.0,404.0
400,401,No,Points,Letter,High,2,No,High,2,1,3,Yes,1241.0,1275.0,689.0,1291.0,1709.0
401,402,No,Points,Letter,Medium,1,No,Low,2,2,5,Yes,790.75,191.0,624.0,1313.0,1035.0
402,403,Yes,Cash Back,Postcard,Low,1,No,Low,2,1,4,No,1364.75,2180.0,1436.0,1390.0,453.0
403,404,No,Points,Postcard,High,1,No,High,3,2,3,Yes,785.5,940.0,633.0,928.0,641.0
404,405,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,3,No,1074.25,631.0,1116.0,2004.0,546.0
405,406,No,Air Miles,Postcard,Medium,1,No,High,2,2,4,Yes,1041.0,712.0,850.0,1873.0,729.0
406,407,No,Air Miles,Postcard,Medium,1,No,Medium,1,1,4,Yes,1097.0,152.0,849.0,2168.0,1219.0
407,408,No,Points,Letter,Medium,1,No,High,4,1,2,Yes,1130.0,1867.0,1463.0,985.0,205.0
408,409,No,Cash Back,Postcard,Low,2,No,High,1,1,1,Yes,1186.75,536.0,720.0,1640.0,1851.0
409,410,No,Cash Back,Postcard,High,1,No,Low,1,1,3,Yes,1058.5,370.0,724.0,1352.0,1788.0
410,411,No,Air Miles,Letter,Medium,1,No,Low,3,1,4,No,1048.75,179.0,1783.0,1817.0,416.0
411,412,No,Points,Letter,High,1,No,Low,2,1,3,No,1036.0,157.0,1600.0,1367.0,1020.0
412,413,Yes,Points,Postcard,Medium,2,No,Low,1,1,3,Yes,841.75,556.0,1027.0,1225.0,559.0
413,414,No,Air Miles,Letter,Medium,2,No,Medium,2,1,3,Yes,753.75,707.0,751.0,568.0,989.0
414,415,No,Points,Letter,Low,1,No,High,3,2,4,No,1009.0,459.0,757.0,1607.0,1213.0
415,416,No,Points,Postcard,High,1,No,Medium,2,1,1,No,1340.0,813.0,1077.0,1501.0,1969.0
416,417,No,Points,Postcard,Medium,2,No,Low,4,1,3,Yes,782.75,907.0,794.0,642.0,788.0
417,418,No,Air Miles,Letter,High,2,No,Low,4,1,3,Yes,1162.25,324.0,1340.0,1074.0,1911.0
418,419,No,Points,Letter,Medium,2,No,High,3,1,3,Yes,250.5,220.0,224.0,242.0,316.0
419,420,No,Points,Letter,Low,2,No,Low,2,1,4,Yes,966.75,1244.0,1230.0,1300.0,93.0
420,421,No,Points,Postcard,High,1,No,High,2,1,3,No,1233.5,225.0,1767.0,1755.0,1187.0
421,422,No,Points,Letter,Medium,1,No,Medium,3,1,2,No,1778.75,1794.0,1575.0,1847.0,1899.0
422,423,No,Air Miles,Postcard,Low,2,No,Low,2,1,3,Yes,954.75,1112.0,432.0,1298.0,977.0
423,424,Yes,Air Miles,Postcard,Medium,2,No,Low,1,1,4,No,1327.25,1873.0,1390.0,1183.0,863.0
424,425,No,Cash Back,Letter,Medium,1,No,Medium,2,1,5,No,966.0,527.0,904.0,1960.0,473.0
425,426,No,Air Miles,Letter,Low,1,No,Low,2,1,5,Yes,1028.25,149.0,772.0,1554.0,1638.0
426,427,No,Air Miles,Postcard,Medium,1,Yes,High,1,2,4,Yes,795.5,594.0,791.0,849.0,948.0
427,428,No,Points,Letter,Medium,1,No,Low,2,1,4,Yes,1171.75,597.0,1479.0,1146.0,1465.0
428,429,No,Cash Back,Postcard,Low,1,Yes,Low,1,2,5,No,686.0,570.0,685.0,702.0,787.0
429,430,No,Air Miles,Postcard,Medium,1,No,Low,1,1,4,Yes,1094.25,1781.0,858.0,951.0,787.0
430,431,No,Air Miles,Letter,Medium,1,No,Medium,2,1,4,No,107.75,160.0,28.0,208.0,35.0
431,432,No,Air Miles,Letter,High,1,Yes,Low,2,2,3,Yes,962.5,1604.0,1204.0,468.0,574.0
432,433,No,Cash Back,Postcard,Low,1,No,High,3,2,5,Yes,783.75,885.0,907.0,530.0,813.0
433,434,No,Cash Back,Letter,Medium,1,No,Medium,2,1,4,Yes,1255.75,931.0,1341.0,1710.0,1041.0
434,435,No,Cash Back,Letter,Medium,1,No,Low,1,1,3,Yes,1255.75,1870.0,1520.0,681.0,952.0
435,436,No,Cash Back,Letter,Medium,1,No,High,2,1,4,Yes,1005.25,1612.0,1086.0,912.0,411.0
436,437,No,Points,Letter,Medium,2,No,High,2,1,5,Yes,821.25,822.0,795.0,892.0,776.0
437,438,No,Air Miles,Letter,Medium,1,No,Medium,1,1,2,Yes,635.25,500.0,708.0,566.0,767.0
438,439,No,Cash Back,Postcard,Low,1,No,Medium,2,1,3,Yes,1154.0,144.0,1559.0,1985.0,928.0
439,440,No,Cash Back,Postcard,Low,2,No,Low,1,1,3,Yes,997.25,1924.0,1115.0,559.0,391.0
440,441,No,Points,Postcard,High,1,Yes,Low,1,2,5,Yes,1106.25,1343.0,453.0,964.0,1665.0
441,442,No,Air Miles,Postcard,Medium,1,No,Low,2,1,4,Yes,179.5,177.0,96.0,20.0,425.0
442,443,No,Points,Postcard,Medium,1,No,High,2,1,6,Yes,946.75,1615.0,1433.0,554.0,185.0
443,444,No,Points,Letter,Low,1,No,High,1,1,4,No,1096.25,704.0,877.0,1533.0,1271.0
444,445,No,Cash Back,Letter,High,1,No,Low,2,1,2,Yes,279.0,210.0,363.0,245.0,298.0
445,446,No,Air Miles,Letter,Medium,1,No,High,1,1,4,No,285.0,339.0,71.0,457.0,273.0
446,447,No,Air Miles,Postcard,Medium,1,Yes,High,3,2,3,Yes,1100.5,174.0,1668.0,1310.0,1250.0
447,448,Yes,Air Miles,Postcard,Low,1,Yes,Low,1,1,4,Yes,1034.75,1612.0,1297.0,902.0,328.0
448,449,No,Cash Back,Letter,High,1,Yes,Medium,1,1,4,No,1113.25,1083.0,1543.0,1263.0,564.0
449,450,No,Air Miles,Postcard,High,1,Yes,High,2,1,4,No,1262.25,136.0,1250.0,1550.0,2113.0
450,451,No,Cash Back,Postcard,High,1,No,High,1,1,5,Yes,1159.0,941.0,413.0,1584.0,1698.0
451,452,No,Points,Letter,Medium,1,No,Medium,1,1,3,No,980.0,1638.0,1392.0,597.0,293.0
452,453,No,Air Miles,Letter,Medium,1,No,Low,1,1,6,Yes,1085.5,50.0,1379.0,2158.0,755.0
453,454,No,Cash Back,Letter,Low,2,No,High,1,1,2,No,812.25,1273.0,1188.0,548.0,240.0
454,455,No,Air Miles,Letter,Medium,1,No,Medium,1,1,3,No,237.75,381.0,363.0,87.0,120.0
455,456,No,Cash Back,Postcard,Low,1,No,Low,3,1,3,No,1055.5,582.0,1327.0,833.0,1480.0
456,457,No,Cash Back,Postcard,Low,1,No,Medium,2,2,2,Yes,941.25,449.0,520.0,1484.0,1312.0
457,458,No,Air Miles,Letter,Low,1,No,Low,2,1,2,Yes,1005.0,1757.0,1079.0,777.0,407.0
458,459,No,Air Miles,Postcard,Medium,1,Yes,Low,2,1,4,Yes,1066.25,488.0,1006.0,1590.0,1181.0
459,460,No,Points,Letter,Medium,1,No,High,2,1,3,Yes,1452.25,791.0,1602.0,1663.0,1753.0
460,461,No,Cash Back,Postcard,Medium,1,No,Low,2,1,4,No,137.0,164.0,251.0,78.0,55.0
461,462,No,Points,Postcard,High,2,No,Low,3,1,3,No,781.0,561.0,970.0,692.0,901.0
462,463,No,Air Miles,Letter,Low,1,No,Low,1,1,3,Yes,900.75,1287.0,947.0,1115.0,254.0
463,464,No,Air Miles,Letter,Medium,1,No,High,2,2,4,No,1135.0,359.0,1695.0,1475.0,1011.0
464,465,No,Cash Back,Letter,Medium,1,No,Medium,3,1,3,Yes,1054.25,235.0,551.0,1605.0,1826.0
465,466,No,Air Miles,Postcard,Medium,1,No,Low,2,1,4,No,1191.5,2114.0,1044.0,842.0,766.0
466,467,Yes,Cash Back,Letter,Medium,1,No,Low,3,1,4,No,938.25,137.0,1785.0,1201.0,630.0
467,468,No,Points,Letter,Medium,1,Yes,High,2,1,3,Yes,794.75,955.0,536.0,879.0,809.0
468,469,No,Cash Back,Letter,Medium,1,Yes,Medium,3,1,4,Yes,983.25,1227.0,1133.0,540.0,1033.0
469,470,No,Points,Letter,Medium,1,Yes,Low,1,1,4,No,672.5,542.0,809.0,832.0,507.0
470,471,No,Points,Postcard,Medium,1,No,High,3,1,5,No,956.25,1514.0,1283.0,617.0,411.0
471,472,No,Points,Postcard,Low,1,No,Medium,2,1,5,No,1179.0,1744.0,1451.0,978.0,543.0
472,473,No,Air Miles,Letter,Medium,1,No,Medium,1,1,3,Yes,1168.0,1954.0,1237.0,871.0,610.0
473,474,No,Points,Postcard,High,1,No,High,3,1,4,Yes,974.0,298.0,931.0,2115.0,552.0
474,475,No,Air Miles,Letter,Low,1,No,Medium,2,1,3,Yes,1071.75,361.0,1225.0,1778.0,923.0
475,476,No,Air Miles,Letter,Medium,1,No,Medium,3,1,5,Yes,1164.5,1403.0,1752.0,490.0,1013.0
476,477,No,Cash Back,Letter,High,1,No,Low,1,1,3,Yes,806.75,602.0,936.0,909.0,780.0
477,478,Yes,Air Miles,Postcard,Medium,2,No,High,2,1,3,Yes,1054.75,1364.0,1360.0,446.0,1049.0
478,479,No,Cash Back,Letter,High,2,No,Low,1,1,2,No,1229.5,2017.0,1345.0,662.0,894.0
